id,name,organization,profile link,affiliation,majors
sPvbIPoAAAAJ,Wajiha Jurdi Kheir,American University of Beirut,https://scholar.google.com/citations?hl=en&user=sPvbIPoAAAAJ,"Assistant Professor of Ophthalmology, American University of Beirut",Retina Ocular Oncology
luhT6o0AAAAJ,Nabil Nassif,American University of Beirut,https://scholar.google.com/citations?hl=en&user=luhT6o0AAAAJ,"Professor, Mathematics Department, American University of Beirut",Applied Mathematics Numerical Analysis Scientific computing
HotZaswAAAAJ,Alaa Hijazi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=HotZaswAAAAJ,American University of Beirut,Trauma Psychology
XHiHH_MAAAAJ,Mazen AR Saghir,American University of Beirut,https://scholar.google.com/citations?hl=en&user=XHiHH_MAAAAJ,"Associate Professor of Electrical and Computer Engineering, American University of Beirut",Computer Architecture Reconfigurable Computing Hardware Accelerators Embedded and IoT Systems
MKBa-UAAAAAJ,Carine Zeeni MD,American University of Beirut,https://scholar.google.com/citations?hl=en&user=MKBa-UAAAAAJ,"Associate Professor of Anesthesiology, American University of Beirut",Neuroanesthesiology
6odfSA4AAAAJ,Ibrahim Issa,American University of Beirut,https://scholar.google.com/citations?hl=en&user=6odfSA4AAAAJ,"Assistant Professor, American University of Beirut",Privacy and Security Information Theory Statistical Learning Quantum Information Theory
AZfJ2LYAAAAJ,Darine A. Salam,American University of Beirut,https://scholar.google.com/citations?hl=en&user=AZfJ2LYAAAAJ,AUB,Environmental Science
cXo-h9sAAAAJ,Joanna Doummar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=cXo-h9sAAAAJ,American University of Beirut,Hydrogeology karst
JtFqk68AAAAJ,Zeina Habli,American University of Beirut,https://scholar.google.com/citations?hl=en&user=JtFqk68AAAAJ,American University of Beirut,Cancer Biology Cell Mechanics Cell Sensing
LQ2wFLMAAAAJ,Hiba Moukadem,American University of Beirut,https://scholar.google.com/citations?hl=en&user=LQ2wFLMAAAAJ,American University of Beirut Medical Center,Breast cancer
NUlKcKEAAAAJ,Hady Naal,American University of Beirut,https://scholar.google.com/citations?hl=en&user=NUlKcKEAAAAJ,American University of Beirut,Global Health Mental Health Substance Use Humanitarian Crises Program Evaluation
E5hrxP8AAAAJ,Zahi Abdul Sater,American University of Beirut,https://scholar.google.com/citations?hl=en&user=E5hrxP8AAAAJ,American University of Beirut,Cancer Biology Cell Cycle Global Health Conflict Medicine
YPTKeBEAAAAJ,Issam Lakkis,American University of Beirut,https://scholar.google.com/citations?hl=en&user=YPTKeBEAAAAJ,"Professor and Chair, Department of Mechanical Engineering, American University of Beirut",Microfluidics & MEMS Atmospheric & Ocean Modeling Pollution Transport Vortex Methods
9oNkK7YAAAAJ,Louay Bazzi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=9oNkK7YAAAAJ,American University of Beirut,Coding Theory Pseudorandomness Complexity Theory
g4ygEB4AAAAJ,Rachel Bahn,American University of Beirut,https://scholar.google.com/citations?hl=en&user=g4ygEB4AAAAJ,"Instructor of Agribusiness, American University of Beirut",Food Security Food Policy Agribusiness Economics
wzg8TVsAAAAJ,Rima Karami-Akkary,American University of Beirut,https://scholar.google.com/citations?hl=en&user=wzg8TVsAAAAJ,"Associate Professor of Educational Administration and Policy Studies, American University …",School Based Improvement Principal Preparation Educational Change Teacher Leadership
iCMFKoMAAAAJ,yasmina jraissati,American University of Beirut,https://scholar.google.com/citations?hl=en&user=iCMFKoMAAAAJ,"Philosophy, American University of Beirut",Philosophy Perception Cognitive sciences Categorization Color
Uu_fMv0AAAAJ,Mohammad S. Harb,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Uu_fMv0AAAAJ,"Associate Professor of Mechanical Engineering, American University of Beirut",Composites 3D Printing & Polymer Recycling Ultrasonics & NDT Engineering Education Makerspaces
O3OaaPIAAAAJ,sahar kattar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=O3OaaPIAAAAJ,American University of Beirut,
Vgg7kHsAAAAJ,Sabine Saade,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Vgg7kHsAAAAJ,American University of Beirut,
mOV-5iQAAAAJ,Rana Sharara-Chami,American University of Beirut,https://scholar.google.com/citations?hl=en&user=mOV-5iQAAAAJ,"Associate Professor of Pediatrics and Critical Care Medicine, American University of Beirut",Medical simulation critical care research ethics education
AXjYoBkAAAAJ,Ali I. Hussein,American University of Beirut,https://scholar.google.com/citations?hl=en&user=AXjYoBkAAAAJ,"PhD, American University of Beirut",Software Defined Networking (SDN) Artificial Intelligence Network Security Network Consistency
8vs4beEAAAAJ,Lina Kantar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=8vs4beEAAAAJ,American University of Beirut,Nursing education
aU7aomcAAAAJ,Jihane Soueid,American University of Beirut,https://scholar.google.com/citations?hl=en&user=aU7aomcAAAAJ,American University of Beirut,Tauopathies Brain Injury Autism ASD Neuroscience
KktRJokAAAAJ,Ibrahim Jamali,American University of Beirut,https://scholar.google.com/citations?hl=en&user=KktRJokAAAAJ,"Olayan School of Business, American University of Beirut",Futures Markets Predictability in Asset Markets
IsUFbM0AAAAJ,Mayssa Dabaghi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=IsUFbM0AAAAJ,American University of Beirut,Earthquake Engineering Ground Motion Models Probabilistic Seismic Hazard Analysis
m2LxEjAAAAAJ,Lucien Bourjeily,American University of Beirut,https://scholar.google.com/citations?hl=en&user=m2LxEjAAAAAJ,"Artist in Residence, American University of Beirut",theater immersive theater filmmaking playwriting
JWXO_1IAAAAJ,maurice khoury,American University of Beirut,https://scholar.google.com/citations?hl=en&user=JWXO_1IAAAAJ,american university of beirut,
hlG0PdkAAAAJ,Maya Fakhry,American University of Beirut,https://scholar.google.com/citations?hl=en&user=hlG0PdkAAAAJ,"Research Associate, American University of Beirut",
yFqEUZkAAAAJ,Patrick McGreevy,American University of Beirut,https://scholar.google.com/citations?hl=en&user=yFqEUZkAAAAJ,American University of Beirut,Transnational American Studies University Studies Historical Geography of 19th-century North …
5Zs7frMAAAAJ,Hassan R. Dhaini,American University of Beirut,https://scholar.google.com/citations?hl=en&user=5Zs7frMAAAAJ,"Associate Professor, American University of Beirut",Environmental Health Toxicogenomics Cancer Risk
QG6Bt_AAAAAJ,Naseem Daher,American University of Beirut,https://scholar.google.com/citations?hl=en&user=QG6Bt_AAAAAJ,American University of Beirut,Dynamics and Control Systems Robotics Fluid Mechatronics
i3b7PccAAAAJ,Khodr Issa,American University of Beirut,https://scholar.google.com/citations?hl=en&user=i3b7PccAAAAJ,"Research Scientist, American University of Beirut Medical Center (AUB MC)",
Ed4qAZYAAAAJ,Bassem Tanios,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Ed4qAZYAAAAJ,American University of Beirut Medical Center,Nephrology
e9IGGTYAAAAJ,Bradley Jon Tucker,American University of Beirut,https://scholar.google.com/citations?hl=en&user=e9IGGTYAAAAJ,"Vice-Provost, American University of Beirut",educational psychology
ITNXS-4AAAAJ,Dima Hadid,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ITNXS-4AAAAJ,American University of Beirut Medical Center,
3cFaBQkAAAAJ,Ola El Zein,American University of Beirut,https://scholar.google.com/citations?hl=en&user=3cFaBQkAAAAJ,American University of Beirut,Systematic Reviews Scoping Reviews Health Informatics Public Health Biology
lqZU1soAAAAJ,Mona Osman,American University of Beirut,https://scholar.google.com/citations?hl=en&user=lqZU1soAAAAJ,"Assistant Professor of Clinical Family Medicine, American University of Beirut",family medicine primary care global health non-communicable diseases medical education
Ed6DCMYAAAAJ,Hana Addam,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Ed6DCMYAAAAJ,American University of Beirut,education policy youth higher education education in emergencies
a-q4IJQAAAAJ,Mohamad Ali Cheaito,American University of Beirut,https://scholar.google.com/citations?hl=en&user=a-q4IJQAAAAJ,American University of Beirut Medical Center (AUBMC),Emergency Medicine
EwhaAAUAAAAJ,Anthony Macari,American University of Beirut,https://scholar.google.com/citations?hl=en&user=EwhaAAUAAAAJ,American University of Beirut,Orthodontics- Orthognathic Surgey
I6vUm9YAAAAJ,Abdallah Lyzzaik,American University of Beirut,https://scholar.google.com/citations?hl=en&user=I6vUm9YAAAAJ,American University of Beirut,Complex Analysis surface theory
TWeVsfIAAAAJ,Zeina Malaeb,American University of Beirut,https://scholar.google.com/citations?hl=en&user=TWeVsfIAAAAJ,"Graduate Student in Civil Engineering, American University of Beirut",Civil Engineering Engineering Management Construction Management Lean Construction
SwBeSBoAAAAJ,christine El-yahchouchi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=SwBeSBoAAAAJ,assistant professor american university of beirut,pain medicine low back pain epidural steroids
J8bPQacAAAAJ,Christelle Akl,American University of Beirut,https://scholar.google.com/citations?hl=en&user=J8bPQacAAAAJ,American University of Beirut,
WL8eh-kAAAAJ,Nour Ramadan,American University of Beirut,https://scholar.google.com/citations?hl=en&user=WL8eh-kAAAAJ,American University of Beirut,
DLjSpfwAAAAJ,Crystal Ghantous,American University of Beirut,https://scholar.google.com/citations?hl=en&user=DLjSpfwAAAAJ,American University of Beirut,
4IaSssMAAAAJ,Elias Ghossoub,American University of Beirut,https://scholar.google.com/citations?hl=en&user=4IaSssMAAAAJ,"Assistant Professor of Clinical Psychiatry, American University of Beirut",Psychiatry
K0gNdeQAAAAJ,Marwa Diab El Harake,American University of Beirut,https://scholar.google.com/citations?hl=en&user=K0gNdeQAAAAJ,American University of Beirut,Nutrition Food Security Diet Community Nutrition
nghqGmIAAAAJ,"Faouzi Maalouf, MD",American University of Beirut,https://scholar.google.com/citations?hl=en&user=nghqGmIAAAAJ,"Department of Pediatrics, American University of Beirut",
tV112f0AAAAJ,Dina Maaliki,American University of Beirut,https://scholar.google.com/citations?hl=en&user=tV112f0AAAAJ,American University of Beirut,Pharmacology Hypertension Immunology Drug discovery Biomedical Sciences
6u3u6coAAAAJ,Jay Joseph,American University of Beirut,https://scholar.google.com/citations?hl=en&user=6u3u6coAAAAJ,"Assistant Professor in Business and Peace, American University of Beirut",Responsible business peacebuilding conflict zones
faJmks4AAAAJ,Marwan Najjar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=faJmks4AAAAJ,"Professor of Neurosurgery, American University of Beirut",brain tumors epilepsy spine pediatric neurosurgery
AloOQ9MAAAAJ,Howayda Al-Harithy,American University of Beirut,https://scholar.google.com/citations?hl=en&user=AloOQ9MAAAAJ,American University of Beirut,Urban Heritage Post-War Reconstruction Islamic Architecture
qm-HaQgAAAAJ,Hana A. Mansour,American University of Beirut,https://scholar.google.com/citations?hl=en&user=qm-HaQgAAAAJ,American University of Beirut,
wj9qiWkAAAAJ,Aya Bassatne,American University of Beirut,https://scholar.google.com/citations?hl=en&user=wj9qiWkAAAAJ,"Research Fellow, American University of Beirut",Internal medicine Endocrinology
YqoKyiQAAAAJ,Aline el Zakhem,American University of Beirut,https://scholar.google.com/citations?hl=en&user=YqoKyiQAAAAJ,American University of Beirut,infectious diseases
1e2w_FoAAAAJ,Fadi A Zaraket,American University of Beirut,https://scholar.google.com/citations?hl=en&user=1e2w_FoAAAAJ,American University of Beirut,automated reasoning for program correctness …
mvKv2_IAAAAJ,Susan M. Prattis,American University of Beirut,https://scholar.google.com/citations?hl=en&user=mvKv2_IAAAAJ,"Assistant Professor of Agriculture, American University of Beirut",Veterinary Medicine Experimental Pathology Agriculture Managment
B7bsEVUAAAAJ,Emile Zankoul,American University of Beirut,https://scholar.google.com/citations?hl=en&user=B7bsEVUAAAAJ,"PE, ME Civil Engineering,  American University of Beirut",BIM VDC Simulation Construction Management Project Management
Hk85MZEAAAAJ,Bassem Youssef,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Hk85MZEAAAAJ,"Associate Professor of Radiation Oncology, American University of Beirut",Head & Neck Thoracic and Genitourinary malignancies Radiogenic cancer
7chbxAsAAAAJ,Lara Hilal,American University of Beirut,https://scholar.google.com/citations?hl=en&user=7chbxAsAAAAJ,American University of Beirut Medical Center,Radiation Oncology
zy0q0MYAAAAJ,Ali T. Haidar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=zy0q0MYAAAAJ,American University of Beirut,Biostratigraphy Micropaleontlogy Biodiversity Paleoceanography Soil Erosion
zeU760EAAAAJ,Alissar Yehya,American University of Beirut,https://scholar.google.com/citations?hl=en&user=zeU760EAAAAJ,Assistant Professor at American University of Beirut & Research Associate at Harvard SEAS,Sustainability Building Energy Systems Materials Geomechanics
u_fKTkEAAAAJ,Nabil K. El Ayoubi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=u_fKTkEAAAAJ,"Instructor, Neurology and Multiple Sclerosis, American University of Beirut",Neuroimmunology multiple sclerosis optical coherence tomography biomarkers neuroprotection
l5GlCRMAAAAJ,Jessica Hanna,American University of Beirut,https://scholar.google.com/citations?hl=en&user=l5GlCRMAAAAJ,"PhD in Biomedical  Engineering, American University Of Beirut",Biosensors Electromagnetics Diabetes data analytics
N6QP_ZsAAAAJ,B Shahine,American University of Beirut,https://scholar.google.com/citations?hl=en&user=N6QP_ZsAAAAJ,American University of Beirut Medical Center,Radiation Oncology Physics
yBwHqDAAAAAJ,Tony S. Nemer,American University of Beirut,https://scholar.google.com/citations?hl=en&user=yBwHqDAAAAAJ,"Assistant Professor of Geology, American University of Beirut",Structural Geology Earthquake Geology Active Tectonics
YvEEdZUAAAAJ,Ebrahim Karam,American University of Beirut,https://scholar.google.com/citations?hl=en&user=YvEEdZUAAAAJ,American University Of Beirut,Embedded Systems Topography electronic Cigarettes
mv9ITIIAAAAJ,Ramzi Mabsout,American University of Beirut,https://scholar.google.com/citations?hl=en&user=mv9ITIIAAAAJ,American University of Beirut,Welfare economics ethics and economics philosophy of decision-making in economics
VzT9sYcAAAAJ,Khalil Kreidieh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=VzT9sYcAAAAJ,American University of Beirut,Epidemiology of Infectious Diseases
W8eG_5gAAAAJ,zuhayr tabbarah,American University of Beirut,https://scholar.google.com/citations?hl=en&user=W8eG_5gAAAAJ,"Clinical Associate Professor of Medicine, American University of Beirut",Infectious Diseases
OK-jYPUAAAAJ,Fatima Mansour,American University of Beirut,https://scholar.google.com/citations?hl=en&user=OK-jYPUAAAAJ,"PhD, American University of Beirut",Water-energy-food nexus modeling optimization environmental impact
Cvxt2HQAAAAJ,Nada ABBAS,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Cvxt2HQAAAAJ,American University of Beirut,
OjEmbgsAAAAJ,"Mostafa Harakeh, PhD",American University of Beirut,https://scholar.google.com/citations?hl=en&user=OjEmbgsAAAAJ,"Assistant Professor, American University of Beirut",Accounting and Finance
0w_FdoMAAAAJ,Mary Arevian,American University of Beirut,https://scholar.google.com/citations?hl=en&user=0w_FdoMAAAAJ,"Hariri School of NUrsing, American University of Beirut, Beirut Lebanon",Community/Public Health NUrsing
F0DsRwgAAAAJ,Wassim Dbouk,American University of Beirut,https://scholar.google.com/citations?hl=en&user=F0DsRwgAAAAJ,"Associate Professor of Finance , American University of Beirut",Banking & Debt Markets Economic Uncertainties Supply Chain Finance Gender Studies
Y0UazosAAAAJ,Maya Basbous,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Y0UazosAAAAJ,American University of Beirut,
dzzjXaYAAAAJ,Hussein Hussein,American University of Beirut,https://scholar.google.com/citations?hl=en&user=dzzjXaYAAAAJ,"Assistant Professor of Mechanical Engineering, American University of Beirut",Mechanics Mechatronics Microsystems Robotics CDPR
mrlQEfsAAAAJ,Doja Sarieddine,American University of Beirut,https://scholar.google.com/citations?hl=en&user=mrlQEfsAAAAJ,American University of Beirut,
P0ey_KkAAAAJ,Dina Mahmassani,American University of Beirut,https://scholar.google.com/citations?hl=en&user=P0ey_KkAAAAJ,American University of Beirut Medical Center,Emergency Medicine
ygYSx7gAAAAJ,Lama Hamandi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ygYSx7gAAAAJ,American University of Beirut,Parallel Processing Data mining Natural Language processing
wKvrRjIAAAAJ,Grace Rachid,American University of Beirut,https://scholar.google.com/citations?hl=en&user=wKvrRjIAAAAJ,American University of Beirut,environmental management governance energy O&G climate change
xk7f4N4AAAAJ,"Ahmad Zaghal, MD, MSc (Clin Ed), FACS, FEBPS, FHEA",American University of Beirut,https://scholar.google.com/citations?hl=en&user=xk7f4N4AAAAJ,American University of Beirut Medical Center - Pediatric Surgeon,Pediatric surgery
9NyvDtQAAAAJ,Soha Yazbek,American University of Beirut,https://scholar.google.com/citations?hl=en&user=9NyvDtQAAAAJ,American University of Beirut,Genetics Diabetes Public Health Genetic services Genetic literacy
_RK_qO8AAAAJ,Rana Zareef,American University of Beirut,https://scholar.google.com/citations?hl=en&user=_RK_qO8AAAAJ,American University of Beirut,Pediatric Cardiology and Pediatric and …
3uU5nKsAAAAJ,Fatima K. Abu Salem,American University of Beirut,https://scholar.google.com/citations?hl=en&user=3uU5nKsAAAAJ,"University Professor, Computer Science Department, American University of Beirut",Computer Algebra Parallel and Distributed Algorithms Algorithms and Data structures for the …
eup-EAsAAAAJ,Christopher El Khuri,American University of Beirut,https://scholar.google.com/citations?hl=en&user=eup-EAsAAAAJ,American University of Beirut,Emergency Medicine
-HPJykoAAAAJ,Ohannes Geukjian,American University of Beirut,https://scholar.google.com/citations?hl=en&user=-HPJykoAAAAJ,"Assistant Professor of Conflict Resolution, American University of Beirut",conflict resolution ethnic conflict peacebuilding Middle East politics
_tCmP-EAAAAJ,Joe Akl Korbane,American University of Beirut,https://scholar.google.com/citations?hl=en&user=_tCmP-EAAAAJ,American University of Beirut,Energy and Power Systems Renewable Energy Power System Planning Optimization Methods (Robust Opt.) Biomedical Engineering
E2GLa_UAAAAJ,Elie-Jacques Fares,American University of Beirut,https://scholar.google.com/citations?hl=en&user=E2GLa_UAAAAJ,"Assistant Professor of Clinical & Sports Nutrition, American University of Beirut",Physical Activity Sports Nutrition Metabolic Phenotyping Body Composition Digital Health
8uFWMlUAAAAJ,Afif Mufarrij,American University of Beirut,https://scholar.google.com/citations?hl=en&user=8uFWMlUAAAAJ,"Assistant Professor Emergency Medicine, American University of Beirut",Emergency Medicine
SqWOv0cAAAAJ,Sara Najem,American University of Beirut,https://scholar.google.com/citations?hl=en&user=SqWOv0cAAAAJ,Assistant Professor; American University of Beirut,Computational physics collective dynamics nonlinear dynamics soft matter complex networks
TQUmBWYAAAAJ,Fatima Asadallah,American University of Beirut,https://scholar.google.com/citations?hl=en&user=TQUmBWYAAAAJ,"Research Associate, American University of Beirut",Radio Frequency Circuits Antenna RFIC Mixed-signal/Analog IC Biomedical Sensors
is75biwAAAAJ,Syrine Hout,American University of Beirut,https://scholar.google.com/citations?hl=en&user=is75biwAAAAJ,American University of Beirut,
eQ8Fy_QAAAAJ,John L. Meloy,American University of Beirut,https://scholar.google.com/citations?hl=en&user=eQ8Fy_QAAAAJ,"Professor of History, American University of Beirut",Islamic and Middle Eastern History
GXHvX2gAAAAJ,Hiba Khodr,American University of Beirut,https://scholar.google.com/citations?hl=en&user=GXHvX2gAAAAJ,American University of Beirut,Public Policy and Public Management
DmFD-j0AAAAJ,Rola Chami-Malaeb,American University of Beirut,https://scholar.google.com/citations?hl=en&user=DmFD-j0AAAAJ,American University of Beirut,Talent management leadership development talent development retention employee wellbeing
IMACzYIAAAAJ,Najla Fakhruddin,American University of Beirut,https://scholar.google.com/citations?hl=en&user=IMACzYIAAAAJ,American University of Beirut Medical Center,Anatomic Pathology
puZz5gkAAAAJ,Haitham Khoury,American University of Beirut,https://scholar.google.com/citations?hl=en&user=puZz5gkAAAAJ,American University of Beirut,
VFBhhdsAAAAJ,Rabih Mouhayar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=VFBhhdsAAAAJ,American University of Beirut,Mathematics education Teacher noticing Multilingual classrooms Teacher talk pattern generalization
ihUcDgcAAAAJ,Livia Wick,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ihUcDgcAAAAJ,"Associate Professor of Anthropology, American University of Beirut",birth gender health war oral history
nIxp0IIAAAAJ,Nicholas Batley,American University of Beirut,https://scholar.google.com/citations?hl=en&user=nIxp0IIAAAAJ,"Assistant Professor of Emergency Medicine, American University of Beirut",Medical Education
cDE9EJkAAAAJ,Ramzi M Alameddine,American University of Beirut,https://scholar.google.com/citations?hl=en&user=cDE9EJkAAAAJ,American University of Beirut,Oculofacial plastic and reconstructive surgery Ophthalmology
j4veVK8AAAAJ,Dima Fares,American University of Beirut,https://scholar.google.com/citations?hl=en&user=j4veVK8AAAAJ,"PhD Candidate, American University of Beirut",Fuel cell hybrid vehicles energy management systems renewable energy technologies
5Upy50oAAAAJ,Beatrice Khater,American University of Beirut,https://scholar.google.com/citations?hl=en&user=5Upy50oAAAAJ,American University of Beirut,adolescent medicine balint medical education
JvqCXkkAAAAJ,Katia Maalouf,American University of Beirut,https://scholar.google.com/citations?hl=en&user=JvqCXkkAAAAJ,"Senior research scientist, American University of Beirut, Harvard Medical School",Neurogenetic disorders Gene therapy Extracellular vesicles
49B7pGEAAAAJ,Yasmeen Makarem,American University of Beirut,https://scholar.google.com/citations?hl=en&user=49B7pGEAAAAJ,"Assistant professor of Human Resource Development, American University of Beirut",Career HRD Gender STEM Arab Middle East
mKs1UFsAAAAJ,Bilal Orfali,American University of Beirut,https://scholar.google.com/citations?hl=en&user=mKs1UFsAAAAJ,American University of Beirut,Arabic Literature Philology Sufism Islamic studies Koranic studies
W7CuQHUAAAAJ,May Naifeh Khoury,American University of Beirut,https://scholar.google.com/citations?hl=en&user=W7CuQHUAAAAJ,"Clinical Assistant Professor of Nursing, American University Of Beirut",Palliative Care and End-of-Life Care in …
n0JByhIAAAAJ,Fadi Ghieh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=n0JByhIAAAAJ,"Plastic and Reconstructive Surgery, American University of Beirut Medical Center",plastic surgery cosmetic surgery reconstructive surgery hand surgery
oXOMnwkAAAAJ,Ali Hajj Ali,American University of Beirut,https://scholar.google.com/citations?hl=en&user=oXOMnwkAAAAJ,American University of Beirut,
hULStusAAAAJ,Ramzi Haddad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=hULStusAAAAJ,American University of Beirut,Dentistry Cleft lip and palate
0AfMquUAAAAJ,Mahmoud elcheikh Mahmoud,American University of Beirut,https://scholar.google.com/citations?hl=en&user=0AfMquUAAAAJ,American University of Beirut,Chemistry MOFs catalysis coordination compounds organometallics
OmWiokUAAAAJ,Rana Zahreddine,American University of Beirut,https://scholar.google.com/citations?hl=en&user=OmWiokUAAAAJ,"Resarch Associate, American University of Beirut",
5g2FHcoAAAAJ,Alain Makhoul,American University of Beirut,https://scholar.google.com/citations?hl=en&user=5g2FHcoAAAAJ,American University of Beirut,Thermal comfort indoor air quality computational fluid dynamics
XWMeGLEAAAAJ,Mohammad S. Al-Zein,American University of Beirut,https://scholar.google.com/citations?hl=en&user=XWMeGLEAAAAJ,"Instructor, American University of Beirut",Ecology Biodiversity Plant Systematics Origin and conservation of plant (and algal) … Insect plant interactions
kBMvs8sAAAAJ,Imad El Majzoub,American University of Beirut,https://scholar.google.com/citations?hl=en&user=kBMvs8sAAAAJ,American University of Beirut Medical Center (AUBMC),Emergency Medicine
sOEupqgAAAAJ,Sonja Mejcher-Atassi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=sOEupqgAAAAJ,American University of Beirut,Arabic Literature Comparative Literature Cultural History Life Writing Middle East Studies
AuDKqUMAAAAJ,Maan Jawhari,American University of Beirut,https://scholar.google.com/citations?hl=en&user=AuDKqUMAAAAJ,"Research Assistant at the Plant Pathology Laboratory, American  University Of Beirut",Molecular Biology Phytoplasma Microalgae
PuvKa9YAAAAJ,Zeinab Cherri,American University of Beirut,https://scholar.google.com/citations?hl=en&user=PuvKa9YAAAAJ,American University of Beirut,Epidemiology Public health women health refugees migrants
ekuKaKoAAAAJ,Reem Abdallah,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ekuKaKoAAAAJ,American University of Beirut,Obstetrics and Gynecology Gynecologic Oncology
CFTT5p0AAAAJ,Reem Hoteit,American University of Beirut,https://scholar.google.com/citations?hl=en&user=CFTT5p0AAAAJ,American University of Beirut,Public Health Biostatistics Qualitative research Systematic Reviews
QXqe0ZMAAAAJ,Rima Majed,American University of Beirut,https://scholar.google.com/citations?hl=en&user=QXqe0ZMAAAAJ,American University of Beirut,Sociology Conflict Sectarianism Social Movements Uprisings Revolutions
btdWf6kAAAAJ,Marina Gharibian Adra,American University of Beirut,https://scholar.google.com/citations?hl=en&user=btdWf6kAAAAJ,clinical assistant professor American university of Beirut,nursing
dmB2x2EAAAAJ,Cassia Boyadjian,American University of Beirut,https://scholar.google.com/citations?hl=en&user=dmB2x2EAAAAJ,American University of Beirut,Heterogeneous Catalysis Chemical Reaction Engineering Process Technology
OclzRMwAAAAJ,Lise Safatly,American University of Beirut,https://scholar.google.com/citations?hl=en&user=OclzRMwAAAAJ,"Post-Doc, American University of Beirut",Cognitive Radio Digital Signal processing Antenna Design RF Circuits
8LeGNtMAAAAJ,Julia El Zini,American University of Beirut,https://scholar.google.com/citations?hl=en&user=8LeGNtMAAAAJ,American University of Beirut,Reinforcement Learning NLP Explainable AI Robustness Deep Learning
Xl5NMeUAAAAJ,Sammy Kayed,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Xl5NMeUAAAAJ,American University of Beirut,Ecohydrology transdisciplinarity citizen science action oriented science evidence based regenerative development
wXGtGncAAAAJ,Mahdi Chehimi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=wXGtGncAAAAJ,"Assistant Professor, Electrical and Computer Engineering, American University of Beirut",quantum communications quantum networks quantum machine learning
GVUMnx4AAAAJ,Salpy Nalbandian,American University of Beirut,https://scholar.google.com/citations?hl=en&user=GVUMnx4AAAAJ,American University of Beirut,Library Science
SzXRNskAAAAJ,Mona Itani,American University of Beirut,https://scholar.google.com/citations?hl=en&user=SzXRNskAAAAJ,"Assistant Professor, American University of Beirut (AUB)",Engineering Education Women in Entrepreneurship Young Entrepreneurship Engineering Technology and Society Sustainability
1zZNV48AAAAJ,Joseph Bakarji,American University of Beirut,https://scholar.google.com/citations?hl=en&user=1zZNV48AAAAJ,American University of Beirut,Nonlinear Dynamics and Chaos Machine Learning Complex Systems
OCRzKToAAAAJ,Ghinwa Harik,American University of Beirut,https://scholar.google.com/citations?hl=en&user=OCRzKToAAAAJ,American University of Beirut,Water resources management Climate change Sustainable Development Goals Food System Resilience
41zxhygAAAAJ,Nada Khaddage-Soboh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=41zxhygAAAAJ,Suliman Olayan School of Business (OSB) American University of Beirut (AUB),Leadership Strategic Management Sustainability Women Studies
K5Bo3TQAAAAJ,Jamil Mouawad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=K5Bo3TQAAAAJ,American University of Beirut - AUB,Middle East
f8OT-nAAAAAJ,Siamak Taati,American University of Beirut,https://scholar.google.com/citations?hl=en&user=f8OT-nAAAAAJ,American University of Beirut,cellular automata interacting particle systems statistical mechanics symbolic dynamics ergodic theory
4uxbRFEAAAAJ,Nour-Mounira Z. Bakkar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=4uxbRFEAAAAJ,American University of Beirut Research Assistant,Pharmacology and Therapeutics
0uXzaIsAAAAJ,Saif Al-Qaisi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=0uXzaIsAAAAJ,American University of Beirut,Human factors physical ergonomics occupational biomechanics musculoskeletal disorders
P7Lt3UYAAAAJ,Talal Nizameddin,American University of Beirut,https://scholar.google.com/citations?hl=en&user=P7Lt3UYAAAAJ,American University of Beirut,Russia Middle East IR politics
